dataset,model,r2,mae,rmse,fit_s,predict_s,n_train,n_test
concrete,Ridge,0.6249297258460023,7.98737300994528,10.079523377542356,0.0,0.0,772,258
concrete,RandomForest,0.890425244870654,3.714010090971868,5.4480229438152366,0.17,0.03,772,258
concrete,HistGradientBoosting,0.9205386620698102,3.134870939121459,4.63939777751464,0.32,0.0,772,258
concrete,NoriV1,0.9517647622509643,2.144092308075594,3.614646949784157,0.0,26.14,772,258
