dataset,model,r2,mae,rmse,fit_s,predict_s,n_train,n_test
wine,Ridge,0.26133878130311305,0.5709409462575147,0.7408594567398337,0.0,0.0,4872,1625
wine,RandomForest,0.4916613281458371,0.44032410256410254,0.6145960357661666,0.95,0.04,4872,1625
wine,HistGradientBoosting,0.44115769863852705,0.4925211764766414,0.6444033892595761,0.42,0.0,4872,1625
wine,NoriV1,0.5426511952847465,0.3898411784597034,0.5829575803394043,0.0,498.4,4872,1625
